ID,Date,Temperature,Humidity,Wind_speed,Visibility,Dew.point.temperature
1550,2018-02-03,-5.8,38,3.7,1961,-17.8
1551,2018-02-03,-5,31,4,2000,-19.5
1552,2018-02-03,-4.5,31,4.3,1979,-19.1
1553,2018-02-03,-4.2,31,3.5,1974,-18.8
1554,2018-02-03,-5.6,32,4.6,2000,-19.7
1555,2018-02-03,-6.6,36,4.4,2000,-19.2
1556,2018-02-03,-7.6,32,4.8,2000,-21.4
1557,2018-02-03,-8.5,31,4.1,2000,-22.6
1558,2018-02-03,-9.1,38,2.7,2000,-20.8
1559,2018-02-03,-9.7,45,3,2000,-19.4
1560,2018-02-03,-10,48,2.6,2000,-18.9
1561,2018-02-04,-10.4,49,2.4,2000,-19
1562,2018-02-04,-10.5,48,3.1,2000,-19.4
1563,2018-02-04,-10.5,49,2,2000,-19.1
1564,2018-02-04,-10.6,47,3.7,2000,-19.7
1565,2018-02-04,-11.2,47,2.3,2000,-20.3
1566,2018-02-04,-11.5,51,3.3,1996,-19.6
1567,2018-02-04,-11.8,54,2.4,1917,-19.2
1568,2018-02-04,-12.4,54,2.5,1790,-19.8
1569,2018-02-04,-12.8,56,2.4,1507,-19.7
1570,2018-02-04,-12.4,51,3.8,1415,-20.4
1571,2018-02-04,-11.2,43,3.5,1359,-21.3
1572,2018-02-04,NA,37,2.8,1436,-21.6
1573,2018-02-04,-8.3,32,1.8,1295,-22.1
1574,2018-02-04,-8.3,34,4,1561,-21.4
1575,2018-02-04,-7.4,33,4,1713,-20.9
1576,2018-02-04,-6.4,30,4.9,1939,-21.1
1577,2018-02-04,-5.4,29,3.6,1979,-20.6
1578,2018-02-04,-5.9,27,3.6,1974,-21.9
1579,2018-02-04,-7,26,4.1,2000,-23.3
1580,2018-02-04,-7.7,31,3.3,2000,-21.9
1581,2018-02-04,-8.2,28,3.5,2000,-23.5
1582,2018-02-04,-8.9,35,3.2,2000,-21.6
1583,2018-02-04,-9.7,45,1.3,2000,-19.4
1584,2018-02-04,-10.3,48,2,2000,-19.2
1585,2018-02-05,-10.5,52,2.4,2000,-18.4
1586,2018-02-05,-11.2,54,1,2000,-18.6
1587,2018-02-05,-11.2,55,1.5,2000,-18.4
1588,2018-02-05,-11.3,54,0.6,2000,-18.7
1589,2018-02-05,-11.7,51,1.2,2000,-19.8
1590,2018-02-05,-11.6,45,2.4,2000,-21.1
1591,2018-02-05,-11.5,40,2.3,2000,-22.4
1592,2018-02-05,-11.6,44,1.6,2000,-21.4
1593,2018-02-05,-11.5,40,2.8,2000,-22.4
1594,2018-02-05,-11.1,38,2.4,1945,-22.6
1595,2018-02-05,-9.6,32,3.7,2000,-23.2
1596,2018-02-05,-8.5,27,4.7,1894,-24.2
1597,2018-02-05,-7.8,28,4.1,2000,-23.1
1598,2018-02-05,-7,25,4.2,1999,-23.7
1599,2018-02-05,-6.4,24,4.6,1970,-23.7
1600,2018-02-05,-5.7,25,4.4,1995,-22.6
1601,2018-02-05,-5.4,25,3.4,1985,-22.3
1602,2018-02-05,-6.4,28,4.5,2000,-21.9
1603,2018-02-05,-7.6,29,3.5,2000,-22.6
1604,2018-02-05,-8.3,29,4.1,2000,-23.2
1605,2018-02-05,-9.1,35,3.8,2000,-21.7
1606,2018-02-05,-9.8,41,3.9,1949,-20.6
1607,2018-02-05,-10.3,43,3.7,1876,-20.5
1608,2018-02-05,-10.5,47,2.8,1794,-19.6
1609,2018-02-06,-10.6,47,3.5,1803,-19.7
1610,2018-02-06,-10.9,36,3.3,2000,-23
1611,2018-02-06,-11.2,36,2.9,1981,-23.3
1612,2018-02-06,-11.6,35,3.2,1992,-24
1613,2018-02-06,-12,36,2.7,1998,-24
1614,2018-02-06,-12.3,37,2.9,2000,-24
1615,2018-02-06,-12.5,40,3.4,1991,-23.3
1616,2018-02-06,-12.7,41,3.7,1982,-23.2
1617,2018-02-06,-12.7,41,3.1,2000,-23.2
1618,2018-02-06,-12.3,39,3.7,1984,-23.4
1619,2018-02-06,-11.3,35,4.2,1848,-23.7
1620,2018-02-06,-9.9,32,3.3,1863,-23.5
1621,2018-02-06,-8.2,31,2.7,1858,-22.3
1622,2018-02-06,-7.5,28,4.3,1904,-22.9
1623,2018-02-06,-7,26,4.4,1986,-23.3
1624,2018-02-06,-5.9,25,3.1,1936,-22.8
1625,2018-02-06,-5.9,24,3.5,2000,-23.2
1626,2018-02-06,-6.6,29,2.5,2000,-21.7
1627,2018-02-06,-7.6,36,3.3,2000,-20.1
1628,2018-02-06,-8.4,37,4,2000,-20.5
1629,2018-02-06,-9.6,34,2.6,2000,-22.5
1630,2018-02-06,-10.6,39,3.1,2000,-21.9
1631,2018-02-06,-11.1,43,1.8,1960,-21.2
1632,2018-02-06,-11.8,46,1.1,1860,-21.1
1633,2018-02-07,-12.3,47,0.4,1848,-21.3
1634,2018-02-07,-12.3,47,1.9,1837,-21.3
1635,2018-02-07,-12.5,50,1,1722,-20.8
1636,2018-02-07,-12.5,49,1.5,1885,-21
1637,2018-02-07,-13.1,54,0.7,1369,-20.4
1638,2018-02-07,-13,53,0.7,1810,-20.5
1639,2018-02-07,-13.2,50,0.5,1873,-21.4
1640,2018-02-07,-13.2,56,0.9,1665,-20.1
1641,2018-02-07,-13.3,60,0.6,1598,-19.4
1642,2018-02-07,-12,50,1.3,1523,-20.3
1643,2018-02-07,-9.6,39,0.7,1580,-21
1644,2018-02-07,-7,28,3.3,1829,-22.4
1645,2018-02-07,-6,24,2.6,1964,-23.3
1646,2018-02-07,-4.5,23,2.6,1937,-22.5
1647,2018-02-07,-3.5,20,1.5,1976,-23.2
1648,2018-02-07,-2.1,20,2.3,1961,-22.1
1649,2018-02-07,-1.7,18,2,1919,-22.9
1650,2018-02-07,-2.3,20,2.2,1994,-22.2
1651,2018-02-07,-4,27,2.5,2000,-20.2
1652,2018-02-07,-5.2,33,2.6,2000,-19
1653,2018-02-07,-5.8,44,2.1,1994,-16.1
1654,2018-02-07,-6.3,48,2.2,1965,-15.5
1655,2018-02-07,-6.8,50,1.7,1856,-15.5
1656,2018-02-07,-7.6,50,1,1839,-16.2
