ID,Date,Hour,Temperature,Humidity,Wind_speed,Visibility,Dew.point.temperature,Solar_Radiation,Rainfall,Snowfall
1166,2018-01-18,13,3.5,54,3.2,463,-4.9,0.68,0,0
1167,2018-01-18,14,4.4,42,2.3,719,-7.4,0.72,0,0
1168,2018-01-18,15,4.2,36,2.3,957,-9.5,0.57,0,0
1169,2018-01-18,16,3.6,42,2.4,883,-8.1,0.29,0,0
1170,2018-01-18,17,2.8,46,2.1,858,-7.6,0.14,0,0
1171,2018-01-18,18,2,39,2.1,1259,-10.5,0.01,0,0
1172,2018-01-18,19,1.5,NA,1,1210,-10.3,0,0,0
1173,2018-01-18,20,1.1,44,1.2,1171,-9.8,0,0,0
1174,2018-01-18,21,0.8,45,1.5,1184,-9.8,0,0,0
1175,2018-01-18,22,0.7,45,2,1084,-9.9,0,0,0
1176,2018-01-18,23,0.6,47,2.3,1046,-9.4,0,0,0
1177,2018-01-19,0,0.3,45,1.8,1154,NA,NA,0,0
1178,2018-01-19,1,0,43,1.7,1250,-11.1,0,0,0
1179,2018-01-19,2,-0.3,44,1.7,1295,-11.1,0,0,0
1180,2018-01-19,3,-0.6,43,1.7,1316,-11.6,0,0,0
1181,2018-01-19,4,-0.7,45,1.4,1241,-11.1,0,0,0
1182,2018-01-19,5,-1.4,47,1.4,1301,-11.2,0,0,0
1183,2018-01-19,6,-1.8,49,1.4,1359,-11.1,0,0,0
1184,2018-01-19,7,-2,49,1.9,1281,-11.3,0,0,0
1185,2018-01-19,8,-2.5,50,1,1281,-11.5,0,0,0
1186,2018-01-19,9,-2.1,42,1.3,1519,-13.3,0.17,0,0
1187,2018-01-19,10,0,29,1.3,1592,-15.9,0.52,0,0
1188,2018-01-19,11,2.2,20,0.6,1794,-18.5,0.83,0,0
1189,2018-01-19,12,4.3,28,1.5,1858,-12.6,0.98,0,0
1190,2018-01-19,13,4.7,26,2.6,NA,-13.2,1.11,0,0
1191,2018-01-19,14,4.7,24,3.6,1552,-14.2,1.08,0,0
1192,2018-01-19,15,5.4,25,2.4,1686,-13.1,0.9,0,0
1193,2018-01-19,16,4.9,27,2.8,1648,-12.5,0.65,0,0
1194,2018-01-19,17,4.1,34,3.1,1810,-10.3,0.28,0,0
1195,2018-01-19,18,2.9,45,1.6,1629,-7.8,0.04,0,0
1196,2018-01-19,19,2,48,1.8,1519,-7.8,0,0,0
1197,2018-01-19,20,1.2,51,0.6,1544,-7.8,0,0,0
1198,2018-01-19,21,0.5,52,0.8,1595,-8.2,0,0,0
1199,2018-01-19,22,0,56,0.8,1544,-7.7,0,0,0
1200,2018-01-19,23,-0.5,59,0.9,1487,-7.5,0,0,0
1201,2018-01-20,0,-0.6,60,0.6,1433,-7.4,0,0,0
1202,2018-01-20,1,-0.9,64,0.4,1273,-6.8,0,0,0
1203,2018-01-20,2,-0.9,65,0.6,1369,-6.6,0,0,0
1204,2018-01-20,3,-0.9,65,0.2,1359,-6.6,0,0,0
1205,2018-01-20,4,-0.7,65,0.6,1226,-6.4,0,0,0
1206,2018-01-20,5,-0.3,62,0.6,862,-6.7,0,0,0
1207,2018-01-20,6,-0.1,60,0.4,1080,-6.9,0,0,0
1208,2018-01-20,7,0.2,60,0.3,1145,-6.6,0,0,0
1209,2018-01-20,8,0.3,63,0.4,1140,-5.9,0,0,0
1210,2018-01-20,9,0.9,63,0.9,1090,-5.3,0.07,0,0
1211,2018-01-20,10,2.1,60,1.2,1005,-4.8,0.3,0,0
1212,2018-01-20,11,3.7,59,1.8,978,-3.5,0.51,0,0
1213,2018-01-20,12,5.3,55,2.6,904,-3,0.85,0,0
1214,2018-01-20,13,6.3,55,3,792,-2,0.85,0,0
1215,2018-01-20,14,5.9,61,3.2,623,-1,0.52,0,0
1216,2018-01-20,15,6.3,55,3,355,-2,0.68,0,NA
1217,2018-01-20,16,6.6,42,3,355,-5.4,0.48,0,0
1218,2018-01-20,17,NA,53,1.8,276,-3.1,0.22,0,0
1219,2018-01-20,18,4.6,55,3.2,232,-3.6,0.03,0,0
1220,2018-01-20,19,3.5,66,1.7,187,-2.2,0,0,0
1221,2018-01-20,20,2.9,66,1.2,173,-2.8,0,0,0
1222,2018-01-20,21,NA,48,2.8,346,-7.7,0,0,0
1223,2018-01-20,22,1.5,48,2.4,422,-8.3,0,0,0
1224,2018-01-20,23,0.8,53,1.7,382,-7.7,0,0,0
1225,2018-01-21,0,-0.3,60,1.9,340,-7.1,0,0,0
1226,2018-01-21,1,-0.8,58,0.4,400,-8,0,0,0
1227,2018-01-21,2,-1.5,63,1,380,-7.6,0,0,0
1228,2018-01-21,3,-2,60,0.5,474,-8.7,0,0,0
1229,2018-01-21,4,-2.3,47,0.7,984,-12.1,0,0,0
1230,2018-01-21,5,-2.6,49,1.1,1065,-11.8,0,0,0
1231,2018-01-21,6,-3.1,54,1.4,1037,-11.1,0,0,0
1232,2018-01-21,7,-3.2,54,1.2,1113,-11.2,0,0,0
1233,2018-01-21,8,-3.6,53,0.5,1227,-11.8,0,0,0
1234,2018-01-21,9,-3.2,46,0.8,1091,-13.2,0.15,0,0
1235,2018-01-21,10,-1.3,37,0.8,1070,-14.1,0.47,0,0
1236,2018-01-21,11,1.9,25,1,1493,-16.1,0.78,0,0
1237,2018-01-21,12,3.9,30,1.6,1085,-12.1,0.91,0,0
1238,2018-01-21,13,4.9,22,2,1446,-15,1,0,0
1239,2018-01-21,14,5.4,18,1.2,1923,-17,0.96,0,0
1240,2018-01-21,15,5.4,20,2.2,1890,-15.8,0.8,0,0
1241,2018-01-21,16,4.7,17,2.1,2000,-18.3,0.55,0,0
1242,2018-01-21,17,NA,20,1.3,2000,-17.1,NA,0,0
1243,2018-01-21,18,2.5,24,2,2000,-16,0.02,0,0
1244,2018-01-21,19,1.3,25,1.3,2000,-16.6,0,0,0
1245,2018-01-21,20,0.3,27,0.4,2000,-16.5,0,0,0
1246,2018-01-21,21,-0.1,29,0.5,2000,-16,0,0,0
1247,2018-01-21,22,-0.3,32,0.7,2000,-15,0,0,0
1248,2018-01-21,23,-0.4,32,0.6,2000,-15.1,0,0,0
1249,2018-01-22,0,-0.2,30,0.4,2000,-15.7,0,0,0
1250,2018-01-22,1,-0.2,32,0.7,2000,-14.9,0,0,0
1251,2018-01-22,2,-0.2,33,1.4,2000,-14.5,0,0,0
1252,2018-01-22,3,-0.3,31,0.3,2000,-15.4,0,0,0
1253,2018-01-22,4,0,32,0.4,2000,-14.7,0,0,0
1254,2018-01-22,5,0,32,0.7,2000,-14.7,0,0,0
1255,2018-01-22,6,0,33,0.4,2000,-14.3,0,0,0
1256,2018-01-22,7,-0.4,34,1,1989,-14.3,0,0,0
1257,2018-01-22,8,-0.7,32,0.5,1991,-15.3,0,0,0
1258,2018-01-22,9,0.1,33,0.8,1901,-14.3,0.06,0,0
1259,2018-01-22,10,1.1,31,0.7,1898,-14.1,0.25,0,0
1260,2018-01-22,11,2.4,27,0.9,1796,-14.7,0.47,0,0
1261,2018-01-22,12,3.9,28,0.9,1383,-12.9,0.6,0,0
1262,2018-01-22,13,3.9,33,0.6,1249,-10.9,0.19,0,0
1263,2018-01-22,14,3.3,73,0.4,744,-1,0.11,0,0
1264,2018-01-22,15,3.6,69,1.8,655,-1.5,0.17,0,0
1265,2018-01-22,16,2,NA,1.9,140,0,0.03,0,0
1266,2018-01-22,17,1.3,93,1.2,81,0.2,0.03,0,0.2
1267,2018-01-22,18,1.1,96,3,187,0.5,0,3.3,1
1268,2018-01-22,19,-0.1,88,3.2,582,-1.8,0,0,1
1269,2018-01-22,20,-0.8,85,2.9,836,-3,0,0,1
1270,2018-01-22,21,-1.8,85,2.9,590,-3.9,0,0,1
1271,2018-01-22,22,-3.2,81,3.9,492,-6,0,0,1
1272,2018-01-22,23,-4.2,79,2.9,554,-7.3,0,0,1
1273,2018-01-23,0,-5.3,77,3.8,894,-8.7,0,0,1
1274,2018-01-23,1,-6,76,3.1,1178,-9.5,0,0,1
1275,2018-01-23,2,-7.5,65,3.9,2000,-12.9,0,0,1
1276,2018-01-23,3,-8.6,68,3.3,2000,-13.4,0,0,1
1277,2018-01-23,4,-9.5,49,4.3,2000,-18.2,0,0,1
1278,2018-01-23,5,-10.5,46,3,2000,-19.9,0,0,1
1279,2018-01-23,6,-11.5,47,3.2,2000,-20.5,0,0,1
1280,2018-01-23,7,-12.5,41,4.5,2000,-23,0,0,1
1281,2018-01-23,8,-13,41,4,2000,-23.5,0,0,1
1282,2018-01-23,9,-13.3,36,3.5,2000,-25.2,0.19,0,1
1283,2018-01-23,10,-12.1,34,3.5,1968,-24.8,0.62,0,1
1284,2018-01-23,11,-11.7,27,4,1935,-26.9,0.94,0,1
1285,2018-01-23,12,-11.3,27,3.7,1955,-26.6,1.18,0,1
1286,2018-01-23,13,-11,27,4,1959,-26.3,1.26,0,1
1287,2018-01-23,14,-10.4,30,4.3,2000,-24.6,1.22,0,1
1288,2018-01-23,15,-9.7,32,3.6,2000,-23.3,1.04,0,1
1289,2018-01-23,16,-10.1,34,4.3,2000,-23,0.74,0,1
1290,2018-01-23,17,-10.6,38,3.5,2000,-22.2,0.38,0,0.9
1291,2018-01-23,18,-11.5,43,2.4,2000,-21.6,0.05,0,0.9
1292,2018-01-23,19,-12,47,3.2,2000,-21,0,0,0.9
1293,2018-01-23,20,-12.5,52,3,2000,-20.3,0,0,0.9
1294,2018-01-23,21,-13.2,49,4.1,2000,-21.6,0,0,0.9
1295,2018-01-23,22,-13.9,45,4,2000,-23.2,0,0,0.9
1296,2018-01-23,23,-14.3,38,4,2000,-25.5,0,0,0.9
1297,2018-01-24,0,-14.6,34,3.9,2000,-27,0,0,0.9
1298,2018-01-24,1,-15,31,2.5,2000,-28.3,0,0,0.9
1299,2018-01-24,2,-15.2,32,3.1,2000,-28.2,0,0,0.9
1300,2018-01-24,3,-15.2,30,3.4,2000,-28.9,0,0,0.9
1301,2018-01-24,4,NA,30,2.5,2000,-29.1,0,0,0.9
1302,2018-01-24,5,-15.6,29,3.7,2000,-29.6,0,0,0.9
1303,2018-01-24,6,-15.7,29,2.5,2000,-29.7,0,0,0.9
1304,2018-01-24,7,-15.9,30,3,2000,-29.5,0,0,0.9
1305,2018-01-24,8,-16.2,30,1.6,2000,-29.8,0,0,0.9
1306,2018-01-24,9,-15.8,27,3.4,2000,-30.5,0.2,0,0.9
1307,2018-01-24,10,-14.5,24,4.6,1902,-30.6,0.61,0,0.9
1308,2018-01-24,11,-13.1,25,3.8,1964,-29,0.96,0,0.9
1309,2018-01-24,12,-12.2,26,4,2000,-27.8,1.17,0,0.9
1310,2018-01-24,13,-12,25,6,1887,-28,1.27,0,0.9
1311,2018-01-24,14,-11.1,26,3.8,1980,-26.8,1.25,0,0.8
1312,2018-01-24,15,-10.8,29,3.8,2000,-25.4,1.06,0,0.7
1313,2018-01-24,16,-11.2,30,4.7,2000,-25.3,0.77,0,0.7
1314,2018-01-24,17,-11.8,26,3.5,2000,-27.4,0.39,0,0.7
1315,2018-01-24,18,-13,29,3.4,2000,-27.3,0.05,0,0.7
1316,2018-01-24,19,-13.8,32,2.2,2000,-26.9,0,0,0.7
1317,2018-01-24,20,-14.3,37,1.3,2000,-25.8,0,0,0.7
1318,2018-01-24,21,-14.7,40,3.2,1933,-25.3,0,0,0.7
1319,2018-01-24,22,-15.2,45,4,2000,-24.4,0,0,0.7
1320,2018-01-24,23,-15.7,43,3.6,2000,-25.4,0,0,0.7
1321,2018-01-25,0,-15.9,43,3.8,2000,-25.6,0,0,0.7
1322,2018-01-25,1,-16.1,42,2.2,2000,-26,0,0,0.7
1323,2018-01-25,2,-16,42,1.3,2000,-25.9,0,0,0.7
1324,2018-01-25,3,-16,40,1.9,2000,-26.5,0,0,0.7
1325,2018-01-25,4,-15.9,37,2.4,1985,-27.2,0,0,0.7
1326,2018-01-25,5,-15.8,37,2.7,NA,-27.1,0,0,0.7
1327,2018-01-25,6,-16.1,33,3,2000,-28.7,0,0,0.7
1328,2018-01-25,7,NA,33,2.2,2000,-28.7,0,0,0.7
1329,2018-01-25,8,-16.4,32,3.3,2000,-29.2,0.01,0,0.6
1330,2018-01-25,9,-16.2,33,2.9,2000,-28.7,0.19,0,0.6
1331,2018-01-25,10,-15.3,33,2.4,2000,-27.9,0.56,0,0.6
1332,2018-01-25,11,-13.8,25,3.5,1996,-29.6,0.91,0,0.6
1333,2018-01-25,12,-12.8,25,3.2,1981,-28.7,1.16,0,0.6
1334,2018-01-25,13,-11.4,27,3.9,2000,-26.7,1.26,0,0.6
1335,2018-01-25,14,-10.4,25,2.3,1981,-26.7,1.21,0,0.5
1336,2018-01-25,15,-9.7,28,3.7,2000,-24.8,1,0,0.5
1337,2018-01-25,16,-9.6,31,2.6,1973,-23.6,0.66,0,0.5
1338,2018-01-25,17,-10.9,32,4,2000,-24.4,0.28,0,0.5
1339,2018-01-25,18,-11.8,33,4,2000,-24.8,0.04,0,0.5
1340,2018-01-25,19,-12.7,33,3.7,2000,-25.6,0,0,0.5
1341,2018-01-25,20,-13.5,33,2.4,2000,-26.3,0,0,0.5
1342,2018-01-25,21,-14.1,35,2.2,2000,-26.2,0,0,0.5
1343,2018-01-25,22,-14.6,35,2.5,2000,-26.7,0,0,0.5
1344,2018-01-25,23,-14.9,35,2.8,2000,-26.9,0,0,0.5
1345,2018-01-26,0,-15.1,34,1.7,2000,-27.4,0,0,0.5
1346,2018-01-26,1,-15.3,34,1.7,2000,-27.6,0,0,0.5
1347,2018-01-26,2,-15.6,33,2.2,2000,-28.2,0,0,0.5
1348,2018-01-26,3,-15.9,34,2.9,2000,-28.2,0,0,0.5
1349,2018-01-26,4,-16.4,36,1.5,2000,-28,0,0,0.5
1350,2018-01-26,5,-16.9,38,2.3,2000,-27.9,0,0,0.5
1351,2018-01-26,6,-17.4,40,1.6,2000,-27.7,0,0,0.5
1352,2018-01-26,7,-17.5,38,3.4,2000,-28.4,0,0,0.5
1353,2018-01-26,8,-17.8,40,2.5,2000,-28.1,0,0,0.5
1354,2018-01-26,9,-17.5,37,NA,1941,-28.7,0.21,0,0.5
1355,2018-01-26,10,-16.5,33,3.4,1703,-29,0.62,0,0.5
1356,2018-01-26,11,-15.6,31,3.3,1808,-28.9,0.93,0,0.5
1357,2018-01-26,12,-14.4,30,2.7,1906,-28.2,1.17,0,0.5
1358,2018-01-26,13,-13.3,28,2.7,1889,-27.9,1.26,0,0.5
1359,2018-01-26,14,-12.1,27,2.5,1879,-27.3,1.25,0,0.4
1360,2018-01-26,15,NA,27,3.3,1805,-26.7,0,0,0.4
1361,2018-01-26,16,-10.8,28,2.7,1778,-25.8,0.77,0,0.4
1362,2018-01-26,17,-11.5,31,3.3,1745,-25.2,0.41,0,0.3
1363,2018-01-26,18,-12.7,33,2.5,1835,-25.6,0.05,0,0.3
1364,2018-01-26,19,-13.2,33,2.4,1863,-26.1,0,0,0.3
1365,2018-01-26,20,-13.7,35,1.7,1878,-25.9,0,0,0.3
1366,2018-01-26,21,-14.1,36,1.8,1869,-25.9,0,0,0.3
1367,2018-01-26,22,-14.6,40,1.8,1746,-25.2,0,0,0.3
1368,2018-01-26,23,-14.4,38,2.7,1738,-25.6,0,0,0.3
1369,2018-01-27,0,-15,42,1.2,1766,-25,0,0,0.3
1370,2018-01-27,1,-15.1,43,0.8,1905,-24.9,0,0,0.3
1371,2018-01-27,2,-15.3,43,0.6,1867,-25,0,0,0.3
1372,2018-01-27,3,-15.3,43,0.8,1963,-25,0,0,0.3
1373,2018-01-27,4,-15.3,47,0.8,1868,-24,0,0,0.3
1374,2018-01-27,5,-15.4,45,0.8,2000,-24.6,0,0,0.3
1375,2018-01-27,6,-15.3,47,0.7,1921,-24,0,0,0.3
1376,2018-01-27,7,-15.7,53,1.3,1629,-23.1,0,0,0.3
1377,2018-01-27,8,-15.9,58,0.9,1369,-22.2,0,0,0.3
1378,2018-01-27,9,-15.1,49,1.1,1401,-23.4,NA,0,0.3
1379,2018-01-27,10,-12.3,35,0.6,1497,-24.6,0.6,0,0.3
1380,2018-01-27,11,-9.6,33,1.1,1748,-22.9,0.9,0,0.3
1381,2018-01-27,12,-7.7,32,2.5,1763,-21.5,1.13,0,0.3
1382,2018-01-27,13,-6.6,27,2.1,1889,-22.5,1.24,0,0.3
1383,2018-01-27,14,-4.1,25,2,1730,-21.2,1.2,0,0.2
1384,2018-01-27,15,-3.7,26,2.2,1739,-20.4,1.04,0,0
1385,2018-01-27,16,-3.7,25,2.6,1839,-20.9,0.74,0,0
1386,2018-01-27,17,-4.6,26,1.9,2000,-21.2,0.39,0,0
1387,2018-01-27,18,-6.6,31,3,1988,-20.9,0.06,0,0
1388,2018-01-27,19,-7.1,33,2,1887,-20.6,0,0,0
1389,2018-01-27,20,-7.6,36,1.7,1858,-20.1,0,0,0
1390,2018-01-27,21,-7.9,35,2.6,1878,-20.7,0,0,0
1391,2018-01-27,22,-7.8,43,2.3,1804,-18.2,0,0,0
1392,2018-01-27,23,-7.6,42,1.2,1760,-18.3,0,0,0
1393,2018-01-28,0,-7.5,36,2.3,1972,-20,0,0,0
1394,2018-01-28,1,-7.5,45,2.4,1853,-17.4,0,0,0
1395,2018-01-28,2,-7.8,51,1.9,1627,-16.1,0,0,0
1396,2018-01-28,3,-7.7,49,1.8,1573,-16.5,0,0,0
1397,2018-01-28,4,-7.6,37,1.6,1966,-19.8,0,0,0
1398,2018-01-28,5,-7.5,33,1.5,2000,-21,0,0,0
1399,2018-01-28,6,-7.8,35,1.9,2000,-20.6,0,0,0
1400,2018-01-28,7,-8,39,1.9,2000,-19.5,0,0,0
1401,2018-01-28,8,-8.1,43,1.7,1943,NA,0,0,0
1402,2018-01-28,9,-7.8,41,1.8,1923,-18.7,0.17,0,0
1403,2018-01-28,10,-5.9,35,1.9,1940,-18.9,0.53,0,0
1404,2018-01-28,11,-4.6,27,2.6,1887,-20.8,0.85,0,0
1405,2018-01-28,12,-3.5,26,2.5,1756,-20.2,1.07,0,0
1406,2018-01-28,13,-2.4,22,2.5,1866,-21.2,1.16,0,0
1407,2018-01-28,14,-1.5,20,3,1992,-21.6,1.09,0,0
1408,2018-01-28,15,-1.9,23,4.3,2000,-20.3,0.7,0,0
1409,2018-01-28,16,-2.1,27,4,2000,-18.6,0.52,0,0
1410,2018-01-28,17,-3.8,32,5.2,2000,-18.1,0.25,0,0
1411,2018-01-28,18,-4.9,35,3.7,2000,-18,0.04,0,0
1412,2018-01-28,19,-6,31,3.6,2000,-20.4,0,0,0
1413,2018-01-28,20,-7,30,2.8,2000,-21.6,0,0,0
1414,2018-01-28,21,-7.3,34,3.5,2000,-20.5,0,0,0
1415,2018-01-28,22,-7.9,40,2.5,1997,-19.1,0,0,0
1416,2018-01-28,23,-8.7,42,2.1,1981,-19.3,0,0,0
1417,2018-01-29,0,-9.3,45,0.7,1976,-19,0,0,0
1418,2018-01-29,1,-9.8,47,1.3,1934,-19,0,0,0
1419,2018-01-29,2,-10.2,47,0.9,1808,-19.3,0,0,0
1420,2018-01-29,3,-9.8,43,2.8,1963,-20,0,0,0
1421,2018-01-29,4,-9.9,45,2.5,1967,-19.6,0,NA,0
1422,2018-01-29,5,-10.4,47,1,1921,-19.5,0,0,0
1423,2018-01-29,6,-10.9,43,1,1967,-21,0,0,0
1424,2018-01-29,7,-11.1,37,1.6,2000,-22.9,0,0,0
1425,2018-01-29,8,-11.5,38,1,1998,-23,0.01,0,0
1426,2018-01-29,9,-10.8,34,2.9,1975,-23.6,0.17,0,0
1427,2018-01-29,10,-9.5,28,3.7,1893,-24.6,0.59,0,0
1428,2018-01-29,11,-8.1,24,3.6,1761,-25.1,0.91,0,0
1429,2018-01-29,12,-7.3,23,3.8,1903,-24.9,1.17,0,0
1430,2018-01-29,13,-6.9,23,4.6,1963,-24.6,1.28,0,0
1431,2018-01-29,14,-5.7,23,4.5,1956,-23.5,1.25,0,0
1432,2018-01-29,15,-5.2,27,4.5,1927,-21.3,1.06,0,0
1433,2018-01-29,16,-5.5,28,4.3,1926,-21.1,0.78,0,0
1434,2018-01-29,17,-5.7,30,3.6,1978,-20.5,0.4,0,0
1435,2018-01-29,18,-6.6,34,2.5,2000,-19.8,NA,0,0
1436,2018-01-29,19,-7.1,40,3.2,2000,-18.4,0,0,0
1437,2018-01-29,20,-7.4,41,3.8,2000,-18.4,0,0,0
1438,2018-01-29,21,-7.7,42,2.9,1905,-18.4,0,0,0
1439,2018-01-29,22,-8.8,40,3,1985,-19.9,0,0,0
1440,2018-01-29,23,-9.4,41,1.6,2000,-20.2,0,0,0
1441,2018-01-30,0,-10,34,1.1,2000,-22.9,0,0,0
1442,2018-01-30,1,-10.4,37,0.3,2000,-22.3,0,0,0
1443,2018-01-30,2,-10.6,40,1,2000,-21.6,0,NA,0
1444,2018-01-30,3,-10.7,42,1.4,2000,-21.1,0,0,0
1445,2018-01-30,4,-11.1,50,1.2,1986,-19.4,0,0,0
1446,2018-01-30,5,-11.3,53,1.6,1979,-19,0,0,0
1447,2018-01-30,6,-11.2,53,0.9,2000,-18.9,0,0,0
1448,2018-01-30,7,-11.3,57,0.9,1984,-18.1,0,0,0
1449,2018-01-30,8,-11.1,61,0.7,1963,-17.1,0.01,0,0
1450,2018-01-30,9,-9.9,49,0.8,1624,-18.6,0.2,0,0
1451,2018-01-30,10,-7.5,42,0.9,1705,-18.2,0.55,0,0
1452,2018-01-30,11,-4.5,29,1.3,1912,-19.8,0.79,0,0
1453,2018-01-30,12,-3.2,32,2.7,1900,-17.5,1.01,0,0
1454,2018-01-30,13,-1.3,35,2,1893,-14.8,1.18,0,0
1455,2018-01-30,14,-1.1,46,2.1,1437,-11.2,0.72,0,0
1456,2018-01-30,15,-1.6,55,2.5,1891,-9.4,0.64,0,0
1457,2018-01-30,16,-2.2,76,1.7,233,-5.8,0.25,0,0
1458,2018-01-30,17,-2.4,85,0.3,174,-4.5,0.06,0,0.6
1459,2018-01-30,18,-2.3,91,0.4,NA,-3.5,0,1.4,2
1460,2018-01-30,19,-1.7,91,1.1,167,-2.9,0,0,3
1461,2018-01-30,20,-1.5,91,1.7,270,-2.7,0,0,3.3
1462,2018-01-30,21,-1.6,91,1.3,508,-2.8,0,1.5,3.5
1463,2018-01-30,22,-1.7,85,1.2,1006,-3.8,0,0,3.5
1464,2018-01-30,23,-1.7,83,1,1093,-4.2,0,0,3.5
1465,2018-01-31,0,-1.7,83,0.8,1113,-4.2,0,0,3.5
1466,2018-01-31,1,-1.6,81,1.1,1141,-4.4,0,0,3.5
1467,2018-01-31,2,-1.6,80,1.4,1097,-4.6,0,0,3.5
1468,2018-01-31,3,-2.2,83,1,977,-4.7,0,0,3.5
1469,2018-01-31,4,-2.4,82,1.5,877,-5,0,0,3.5
1470,2018-01-31,5,-2.8,83,0.6,946,-5.2,0,0,3.5
1471,2018-01-31,6,-3.1,80,0.7,1215,-6,0,0,3.5
1472,2018-01-31,7,-3.5,83,1.6,953,-5.9,0,0,3.5
1473,2018-01-31,8,-3.6,83,1.7,915,-6,NA,0,3.5
1474,2018-01-31,9,-3.3,77,1.2,916,-6.7,0.1,0,3.4
1475,2018-01-31,10,-2.3,63,1.7,1286,-8.4,0.22,0,3.2
1476,2018-01-31,11,-1.5,46,2.5,1906,-11.6,0.56,0,3
1477,2018-01-31,12,-1,35,2.7,1921,-14.5,0.64,0,3
1478,2018-01-31,13,-0.8,39,2.6,1853,-13,0.54,0,2.8
1479,2018-01-31,14,-0.7,33,2.7,1984,-15,0.56,0,2.5
1480,2018-01-31,15,-0.5,30,2.3,1997,-15.9,0.45,0,2.2
1481,2018-01-31,16,-0.1,29,1.6,2000,-16,0.5,0,1.8
1482,2018-01-31,17,-0.9,34,2.8,2000,-14.8,0.28,0,1.8
1483,2018-01-31,18,-1.8,35,2.1,2000,-15.2,0.05,0,1.6
1484,2018-01-31,19,-2.2,36,2.2,2000,-15.2,0,0,1.6
1485,2018-01-31,20,-2.6,36,3.1,2000,-15.6,0,0,1.6
1486,2018-01-31,21,-3.4,40,0.9,2000,-15,0,0,1.6
1487,2018-01-31,22,-4.2,48,1,2000,-13.5,NA,0,1.6
1488,2018-01-31,23,-4.7,53,1.3,2000,-12.8,0,0,1.6
1489,2018-02-01,0,-5.2,56,1.4,1996,-12.6,0,0,1.6
1490,2018-02-01,1,-5.4,54,1.7,1996,-13.2,0,0,1.6
1491,2018-02-01,2,-5.5,NA,2.1,1980,-13.5,0,0,1.6
1492,2018-02-01,3,-6.2,57,1.6,1874,-13.3,0,0,1.6
1493,2018-02-01,4,-7.1,56,1.8,1841,-14.4,NA,0,1.6
1494,2018-02-01,5,-7.8,65,2.3,1737,-13.2,0,0,1.6
1495,2018-02-01,6,-8.1,59,0.7,1915,-14.7,0,0,1.6
1496,2018-02-01,7,-8.7,64,0.5,1972,-14.2,0,0,1.6
1497,2018-02-01,8,-8.6,59,1,1948,-15.1,0.01,0,1.6
1498,2018-02-01,9,-7.9,50,0.6,1805,-16.5,0.23,0,1.6
1499,2018-02-01,10,-5,41,0.5,1799,-16.2,0.64,0,1.5
1500,2018-02-01,11,-2.6,33,1.5,1830,-16.6,0.95,0,1.4
1501,2018-02-01,12,-1.1,31,1.3,1869,-16.1,1.2,0,1.3
1502,2018-02-01,13,0.3,28,3.1,1988,-16.1,1.3,0,1
1503,2018-02-01,14,0.8,23,3.2,2000,-18,1.29,0,0.5
1504,2018-02-01,15,0.7,25,3,1987,-17.1,1.12,0,0
1505,2018-02-01,16,1.1,26,2.1,1957,-16.3,0.82,0,0
1506,2018-02-01,17,0.3,26,2.4,1977,-17,0.45,0,0
1507,2018-02-01,18,-1,28,1.9,2000,-17.2,0.08,0,0
1508,2018-02-01,19,-1.8,32,1.5,2000,-16.3,0,0,0
1509,2018-02-01,20,-2.4,36,1,2000,-15.4,0,0,0
1510,2018-02-01,21,-3.2,47,1.8,1917,-12.9,0,0,0
1511,2018-02-01,22,-3.9,52,1.2,1871,-12.3,0,0,0
1512,2018-02-01,23,-4.5,55,0.4,1908,-12.1,0,0,0
1513,2018-02-02,0,-4.9,56,1.1,1982,-12.3,0,0,0
1514,2018-02-02,1,-5.2,56,0.9,1973,-12.6,0,0,0
1515,2018-02-02,2,-5.7,59,0.3,1951,-12.4,0,0,0
1516,2018-02-02,3,-6.3,63,0.9,1425,-12.2,0,0,0
1517,2018-02-02,4,-6.7,65,1.1,1705,-12.1,0,0,0
1518,2018-02-02,5,-6.8,61,0.2,1724,-13,0,0,0
1519,2018-02-02,6,-7,62,1.3,1830,-13,0,0,0
1520,2018-02-02,7,-7.4,62,1.5,1909,-13.4,0,0,0
1521,2018-02-02,8,-7.4,58,2.2,1882,-14.2,0.01,0,0
1522,2018-02-02,9,-6.5,54,1.2,1541,-14.2,0.22,0,0
1523,2018-02-02,10,-4.1,43,1.2,1187,-14.8,0.59,0,0
1524,2018-02-02,11,-1.4,37,1,1317,-14.2,0.91,NA,0
1525,2018-02-02,12,0.9,37,1.5,1283,NA,1.12,0,0
1526,2018-02-02,13,1.6,29,2.2,1662,-14.5,1.2,0,0
1527,2018-02-02,14,3.2,26,2.2,1499,-14.5,1.16,0,0
1528,2018-02-02,15,3.6,26,2.4,1687,-14.1,0.99,0,0
1529,2018-02-02,16,2.9,26,3,1968,-14.7,0.69,0,0
1530,2018-02-02,17,NA,25,2.3,1998,-16,0.34,0,0
1531,2018-02-02,18,0.5,37,3,1733,-12.5,0.06,0,0
1532,2018-02-02,19,-0.5,43,2.5,1666,-11.5,0,0,0
1533,2018-02-02,20,-1.3,51,2.4,1481,-10.1,0,0,0
1534,2018-02-02,21,-2,61,1.7,1655,-8.5,0,0,0
1535,2018-02-02,22,-2.4,63,1.3,1523,-8.4,0,0,0
1536,2018-02-02,23,-2.6,69,2,1434,-7.5,0,0,0
